user_id,song_id,title,artist,genre,mood
user_0001,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0001,song_0006,Show,Monique Carpenter,Pop,Happy
user_0001,song_0008,Natural away everything,Ashley Garcia,Rock,Happy
user_0002,song_0001,Region speak,David Nguyen,Pop,Happy
user_0002,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0002,song_0006,Show,Monique Carpenter,Pop,Happy
user_0010,song_0001,Region speak,David Nguyen,Pop,Happy
user_0010,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0010,song_0008,Natural away everything,Ashley Garcia,Rock,Happy
user_0014,song_0001,Region speak,David Nguyen,Pop,Happy
user_0014,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0014,song_0006,Show,Monique Carpenter,Pop,Happy
user_0015,song_0001,Region speak,David Nguyen,Pop,Happy
user_0015,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0015,song_0006,Show,Monique Carpenter,Pop,Happy
user_0018,song_0001,Region speak,David Nguyen,Pop,Happy
user_0018,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0018,song_0006,Show,Monique Carpenter,Pop,Happy
user_0019,song_0001,Region speak,David Nguyen,Pop,Happy
user_0019,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0019,song_0006,Show,Monique Carpenter,Pop,Happy
user_0023,song_0001,Region speak,David Nguyen,Pop,Happy
user_0023,song_0006,Show,Monique Carpenter,Pop,Happy
user_0023,song_0008,Natural away everything,Ashley Garcia,Rock,Happy
user_0024,song_0001,Region speak,David Nguyen,Pop,Happy
user_0024,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0024,song_0006,Show,Monique Carpenter,Pop,Happy
user_0025,song_0001,Region speak,David Nguyen,Pop,Happy
user_0025,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0025,song_0006,Show,Monique Carpenter,Pop,Happy
user_0029,song_0001,Region speak,David Nguyen,Pop,Happy
user_0029,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0029,song_0006,Show,Monique Carpenter,Pop,Happy
user_0030,song_0001,Region speak,David Nguyen,Pop,Happy
user_0030,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0030,song_0006,Show,Monique Carpenter,Pop,Happy
user_0033,song_0001,Region speak,David Nguyen,Pop,Happy
user_0033,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0033,song_0006,Show,Monique Carpenter,Pop,Happy
user_0034,song_0001,Region speak,David Nguyen,Pop,Happy
user_0034,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0034,song_0006,Show,Monique Carpenter,Pop,Happy
user_0043,song_0001,Region speak,David Nguyen,Pop,Happy
user_0043,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0043,song_0006,Show,Monique Carpenter,Pop,Happy
user_0044,song_0001,Region speak,David Nguyen,Pop,Happy
user_0044,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0044,song_0006,Show,Monique Carpenter,Pop,Happy
user_0051,song_0001,Region speak,David Nguyen,Pop,Happy
user_0051,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0051,song_0006,Show,Monique Carpenter,Pop,Happy
user_0061,song_0001,Region speak,David Nguyen,Pop,Happy
user_0061,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0061,song_0006,Show,Monique Carpenter,Pop,Happy
user_0064,song_0001,Region speak,David Nguyen,Pop,Happy
user_0064,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0064,song_0006,Show,Monique Carpenter,Pop,Happy
user_0065,song_0001,Region speak,David Nguyen,Pop,Happy
user_0065,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0065,song_0006,Show,Monique Carpenter,Pop,Happy
user_0066,song_0001,Region speak,David Nguyen,Pop,Happy
user_0066,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0066,song_0006,Show,Monique Carpenter,Pop,Happy
user_0068,song_0001,Region speak,David Nguyen,Pop,Happy
user_0068,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0068,song_0006,Show,Monique Carpenter,Pop,Happy
user_0072,song_0001,Region speak,David Nguyen,Pop,Happy
user_0072,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0072,song_0008,Natural away everything,Ashley Garcia,Rock,Happy
user_0076,song_0001,Region speak,David Nguyen,Pop,Happy
user_0076,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0076,song_0006,Show,Monique Carpenter,Pop,Happy
user_0082,song_0001,Region speak,David Nguyen,Pop,Happy
user_0082,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0082,song_0006,Show,Monique Carpenter,Pop,Happy
user_0089,song_0001,Region speak,David Nguyen,Pop,Happy
user_0089,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0089,song_0006,Show,Monique Carpenter,Pop,Happy
user_0091,song_0001,Region speak,David Nguyen,Pop,Happy
user_0091,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0091,song_0006,Show,Monique Carpenter,Pop,Happy
user_0095,song_0001,Region speak,David Nguyen,Pop,Happy
user_0095,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0095,song_0006,Show,Monique Carpenter,Pop,Happy
user_0097,song_0001,Region speak,David Nguyen,Pop,Happy
user_0097,song_0004,Side,Jennifer Barnes,Pop,Happy
user_0097,song_0006,Show,Monique Carpenter,Pop,Happy
